clause,risk,source,policy_type,coverage_amount,applicant_age,prior_claims_count,deductible_amount,state
"The insurer may compensate losses described in the policy when documentation confirms eligibility. after internal evaluation, if coverage criteria are met per internal guidelines.",Medium,hedged_synthetic,auto,124961,72,1,5000,FL
"5.3 you will not use , copy , adapt , modify , prepare derivative works of , distribute , license , sell , transfer , publicly display , publicly perform , transmit , broadcast or otherwise exploit the airbnb platform or collective content , except to the extent you are the legal owner of certain member content or as expressly permitted in these terms .",Low,unfair_tos,home,312418,75,0,500,FL
"to register for a paid subscription , you must be 18 or older , or be 14 or older and have parent or guardian consent ( your parents/guardians will enter into contract on behalf of you ) .",Low,unfair_tos,home,401754,39,0,2500,PA
"the services may contain links to third-party websites , applications or other third-party services , and you understand that by accessing third-party links , you may be exposed to content that is offensive , harmful , inaccurate or otherwise inappropriate .",Low,unfair_tos,auto,70656,23,0,500,GA
you also acknowledge that these terms and the fitbit privacy policy do not apply to any third-party services .,Low,unfair_tos,home,289368,33,0,2500,OH
we reserve all rights not expressly set forth in these terms .,Low,unfair_tos,life,701796,71,0,1000,IL
the exclusions and limitations of damages set forth above are fundamental elements of the basis of the bargain between niantic and you .,Low,unfair_tos,commercial,2084115,50,0,500,FL
"if you signed up for an account on or after june 19 , 2017 , the updated terms apply to you .",Low,unfair_tos,auto,30018,52,3,2500,IL
"you acknowledge that when you receive a linden content license you do not acquire ownership of any copies of the content , or transfer of any copyright or other intellectual property rights in the content .",Low,unfair_tos,auto,44726,62,0,500,CA
Covered damages will typically be reimbursed in accordance with the policy schedule. depending on circumstances.,Low,original_synthetic,home,254140,75,0,5000,GA
"to use many of the services , you 'll need an internet connection and/or data/cellular plan .",Low,unfair_tos,home,267986,64,0,500,OH
"if the amount of the claim exceeds us$ 10,000 and you are able to demonstrate that the costs of arbitration will be prohibitive as compared to the costs of litigation , evernote will pay as much of the filing , administration and arbitrator fees as the arbitrator deems necessary to prevent the arbitration from being cost-prohibitive .",Low,unfair_tos,auto,63237,31,0,1000,IL
"while it is blizzard entertainment 's intention to provide the service all day , every day , you hereby acknowledge that blizzard entertainment reserves the right to temporarily suspend the service for maintenance , testing , replacement and repair of the telecommunications equipment related to world of warcraft , as well as for transmission interruption or any other operational needs of the system .",Low,unfair_tos,home,225212,52,0,500,PA
"( 2 ) carry out any action with a disruptive effect , such as intentionally causing the chat screen to scroll faster than other users are able to read , or setting up macros with large amounts of text that , when used , can have a disruptive effect on the normal flow of chat , or using tools that distort or interfere with oral communication of the users ;",Low,unfair_tos,auto,118938,35,0,1000,FL
The insurer may compensate losses if deemed appropriate after internal consideration. in accordance with policy terms.,High,original_synthetic,auto,82278,55,4,2500,NY
rovio 's privacy policy as amended from time to time is available at www.rovio.com/privacy ( `` privacy policy '' ) and applicable to this eula .,Low,unfair_tos,home,158124,68,0,1000,CA
"accordingly , nothing this eula or on the service will be construed as granting to you , by implication , estoppel , or otherwise , any additional license rights in and to the service or any company content or trademarks located or displayed therein .",Low,unfair_tos,commercial,2576440,71,0,5000,NY
"Covered damages may typically be reimbursed in accordance with the policy schedule, subject to applicable policy limitations and review.",Medium,hedged_synthetic,life,2000000,21,0,5000,FL
we may modify this agreement from time to time .,Medium,unfair_tos,auto,88608,50,0,500,PA
"class arbitrations , class actions , private attorney general actions , and consolidation with other arbitrations are not allowed under our agreement .",Low,unfair_tos,home,427377,73,0,5000,CA
The insurer may compensate the insured depending on internal review and surrounding circumstances. subject to review.,High,original_synthetic,home,655088,38,0,5000,GA
"7.4 you represent and warrant that you have ( and will continue to have during your use of the service ) all necessary licenses , rights , consents , and permissions which are required to enable youtube to use your content for the purposes of the provision of the service by youtube , and otherwise to use your content in the manner contemplated by the service and these terms .",Low,unfair_tos,home,147878,54,1,500,IL
"illegal , harassing , hateful , defamatory , embarrassing , offensive , obscene , sexually explicit or otherwise objectionable actions performed with the nintendo account ;",Low,unfair_tos,auto,52142,32,1,5000,NY
"if we do this , we will post a notice that we have made changes to these terms and conditions on the websites for at least 7 days after the changes are posted and will indicate at the bottom of the terms and conditions the date these terms were last revised .",Low,unfair_tos,auto,75305,50,1,500,NY
